	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
139	13	0.0626729149695312	-0.0846398283854169	0	0.166	0.507	0.0626729149695312	-0.0846398283854169	FGr	20000	A4	2160	720	0	300	0.2	DIAG	PS
140	14	0.0656551587263888	-0.057883472326389	0	0.15	0.658	0.0656551587263888	-0.057883472326389	NoCorrection	20000	A4	2160	720	0	300	0.2	DIAG	PS
141	15	0.019954921197882	0.118711605868056	0	0.647	0.296	0.019954921197882	0.118711605868056	10	20000	A4	2160	720	0	300	0.2	LAT	LAT
142	16	0.00398416543124999	0.228295900885416	0	0.917	0.074	0.00398416543124999	0.228295900885416	50	20000	A4	2160	720	0	300	0.2	LAT	LAT
143	17	-0.00495108222309034	0.19143428046875	0	0.93	0.148	-0.00495108222309034	0.19143428046875	100	20000	A4	2160	720	0	300	0.2	LAT	LAT
144	18	-0.0300209691208333	0.116001238454861	0	0.557	0.44	-0.0300209691208333	0.116001238454861	500	20000	A4	2160	720	0	300	0.2	LAT	LAT
145	19	-0.00162675629947915	-0.0830244520833332	0	0.992	0.672	-0.00162675629947915	-0.0830244520833332	1000	20000	A4	2160	720	0	300	0.2	LAT	LAT
146	20	-0.0634763441005209	-0.484850887430555	0	0.155	0	-0.0634763441005209	-0.484850887430555	FGr	20000	A4	2160	720	0	300	0.2	LAT	LAT
147	21	-0.0495442980104166	-0.480518273940972	0	0.273	0	-0.0495442980104166	-0.480518273940972	NoCorrection	20000	A4	2160	720	0	300	0.2	LAT	LAT
148	22	0.019954921197882	0.118711605868056	0	0.676	0.349	0.019954921197882	0.118711605868056	10	20000	A4	2160	720	0	300	0.2	LAT	PS
149	23	0.00398416543124999	0.228295900885416	0	0.934	0.071	0.00398416543124999	0.228295900885416	50	20000	A4	2160	720	0	300	0.2	LAT	PS
150	24	-0.00495108222309034	0.19143428046875	0	0.916	0.144	-0.00495108222309034	0.19143428046875	100	20000	A4	2160	720	0	300	0.2	LAT	PS
151	25	-0.0300209691208333	0.116001238454861	0	0.584	0.474	-0.0300209691208333	0.116001238454861	500	20000	A4	2160	720	0	300	0.2	LAT	PS
152	26	-0.00162675629947915	-0.0830244520833332	0	0.981	0.708	-0.00162675629947915	-0.0830244520833332	1000	20000	A4	2160	720	0	300	0.2	LAT	PS
153	27	0.0546650803824653	0.355725051336805	0	0.23	0.003	0.0546650803824653	0.355725051336805	FGr	20000	A4	2160	720	0	300	0.2	LAT	PS
154	28	-0.0495442980104166	-0.480518273940972	0	0.287	0	-0.0495442980104166	-0.480518273940972	NoCorrection	20000	A4	2160	720	0	300	0.2	LAT	PS
155	29	0.0879259881867015	0.156778828020834	0	0.067	0.253	0.0879259881867015	0.156778828020834	10	20000	A4	2160	720	0	300	0.2	PS	LAT
156	30	0.0901789027439409	0.225137948263888	0	0.062	0.111	0.0901789027439409	0.225137948263888	50	20000	A4	2160	720	0	300	0.2	PS	LAT
157	31	0.0888823065075522	0.180172415607639	0	0.09	0.213	0.0888823065075522	0.180172415607639	100	20000	A4	2160	720	0	300	0.2	PS	LAT
158	32	0.142177376755417	0.15120368828125	0	0.013	0.339	0.142177376755417	0.15120368828125	500	20000	A4	2160	720	0	300	0.2	PS	LAT
159	33	0.166163610720833	0.17404145625	0	0.03	0.401	0.166163610720833	0.17404145625	1000	20000	A4	2160	720	0	300	0.2	PS	LAT
160	34	0.129721660922743	0.443856184079861	0	0.008	0	0.129721660922743	0.443856184079861	FGr	20000	A4	2160	720	0	300	0.2	PS	LAT
161	35	0.128576273373437	0.427329093628472	0	0.003	0	0.128576273373437	0.427329093628472	NoCorrection	20000	A4	2160	720	0	300	0.2	PS	LAT
162	36	0.0879259881867015	0.156778828020834	0	0.068	0.242	0.0879259881867015	0.156778828020834	10	20000	A4	2160	720	0	300	0.2	PS	PS
163	37	0.0901789027439409	0.225137948263888	0	0.069	0.102	0.0901789027439409	0.225137948263888	50	20000	A4	2160	720	0	300	0.2	PS	PS
164	38	0.0888823065075522	0.180172415607639	0	0.095	0.196	0.0888823065075522	0.180172415607639	100	20000	A4	2160	720	0	300	0.2	PS	PS
165	39	0.142177376755417	0.15120368828125	0	0.009	0.333	0.142177376755417	0.15120368828125	500	20000	A4	2160	720	0	300	0.2	PS	PS
166	40	0.166163610720833	0.17404145625	0	0.027	0.415	0.166163610720833	0.17404145625	1000	20000	A4	2160	720	0	300	0.2	PS	PS
167	41	0.11382958245625	0.327744359670139	0	0.016	0.009	0.11382958245625	0.327744359670139	FGr	20000	A4	2160	720	0	300	0.2	PS	PS
168	42	0.128576273373437	0.427329093628472	0	0.005	0.001	0.128576273373437	0.427329093628472	NoCorrection	20000	A4	2160	720	0	300	0.2	PS	PS
169	1	0.0191493781638888	0.121901780729167	0	0.732	0.383	0.0191493781638888	0.121901780729167	10	20000	A5	2160	720	0	300	0.2	DIAG	LAT
170	2	0.0165343873913541	0.212456586059028	0	0.784	0.113	0.0165343873913541	0.212456586059028	50	20000	A5	2160	720	0	300	0.2	DIAG	LAT
